,postalCode,name,distance,categories,lat,lng,id,City,Neighborhood
10,7806,Chefs Warehouse & Canteen @ Beau Constantia,1815,Restaurant,-34.013785,18.406667,5876106c0b56563fd330cf6f,Cape Town,Constantia
11,7806,The Cellars-Hohenort,3503,Hotel,-34.00117903608329,18.434744198604566,4bc77cee93bdeee1ad6f37ae,Cape Town,Constantia
12,,Chardonnay Deli,1508,Bakery,-34.0247225279904,18.43131671720546,56078ca9498e57199c66d34c,Cape Town,Constantia
13,7945,Cecilia Forest,3436,Trail,-33.99879273410581,18.426373151708557,4bf8fb03bb5176b0787e5bb2,Cape Town,Constantia
14,7700,Kirstenbosch Botanical Gardens,4749,Botanical Garden,-33.98845,18.433832,4b5acf4df964a520a7d528e3,Cape Town,Constantia
15,7848,Jonkershuis Restaurant,409,Restaurant,-34.03071406873821,18.41894095683067,4b76fcdbf964a520cb712ee3,Cape Town,Constantia
16,7806,tashas,2730,Café,-34.021547130493666,18.443997138039865,4daaa4d7fa8cc764973a0d2d,Cape Town,Constantia
17,7800,The Greenhouse Restaurant,3361,Restaurant,-34.002616862777884,18.434650897979736,505acea716483cef8e2e990e,Cape Town,Constantia
18,7700,Centenary Tree Canopy Walkway (Boomslang),4511,Scenic Lookout,-33.98971393494955,18.43036590802954,537f466c498ea5ac200c2f3a,Cape Town,Constantia
19,,Alphen Boutique Hotel,3679,Hotel,-34.0127536874346,18.450722800295225,4f155b83754a4f43c496f10d,Cape Town,Constantia
20,,The Clubhouse (Claremont Cricket Club),3606,Restaurant,-34.01714214389348,18.45223927579875,51ce0afe498e39695aa1a142,Cape Town,Constantia
21,7806,Engen,2943,Gas Station,-34.033625,18.446818,4c95d9d0f7cfa1cd2f46c115,Cape Town,Constantia
22,,Steenberg Vineyards,5263,Vineyard,-34.075247202420954,18.422678380261956,4b77dab9f964a52072ac2ee3,Cape Town,Constantia
23,,5 Rooms,3707,Restaurant,-34.012628340655645,18.45098736401353,4f155d1c754a4f43c497231d,Cape Town,Constantia
24,,Maynardville Open-Air Theatre,5181,Performing Arts Venue,-34.005308220034564,18.464357228788796,4b616a99f964a520ce122ae3,Cape Town,Constantia
25,,High Constantia Wine farm,1070,Winery,-34.025364617923074,18.42659337937037,4d493ba383eda1cdaa17a6b1,Cape Town,Constantia
26,7806,Greenhouse Restaurant Constantia,3415,Modern European Restaurant,-34.001990256200216,18.434542176845472,4d54502d48ea6ea8490bc9a3,Cape Town,Constantia
27,,Little Stream Constantia,1041,Breakfast Spot,-34.03742558328065,18.418208956718445,4e214e2718a88345f04a4270,Cape Town,Constantia
28,,"Rose Bar, Alphen Hotel.",3670,Hotel Bar,-34.01285836164276,18.45068771729077,4eece0be0aaf1d45b13b7175,Cape Town,Constantia
29,,Woolworths,2825,Grocery Store,-34.0216929568688,18.445114243787696,4bd2cf71046076b0769f7471,Cape Town,Constantia
30,7800,Constantia Village Shopping Centre,2808,Shopping Mall,-34.0215593808089,18.44487856327051,4b8fd7a9f964a520076533e3,Cape Town,Constantia
31,7806,Virgin Active Health Club,3468,Gym,-34.018676095908376,18.451303488767806,4b4c2e53f964a52057af26e3,Cape Town,Constantia
32,,Hout Bay Beach,5514,Beach,-34.04618111413202,18.359795589013345,4d170e38816af04d82b64cc2,Cape Town,Constantia
33,,Woolworths,5607,Supermarket,-34.042990742696134,18.357395657275866,4cd81d427d454688bafae9ed,Cape Town,Constantia
34,8000,Chilled Market at The Range,2432,Market,-34.04977719554031,18.420623209145997,4c0b405ca1b32d7f2fd79af0,Cape Town,Constantia
35,7806,World of Birds,5058,Zoo,-34.017581351138745,18.362290257592136,4b93d821f964a520bb5434e3,Cape Town,Constantia
36,,Steenberg Golf Estate,4605,Golf Course,-34.068601634885304,18.427004857749132,5346a0cd498ebf915b59e043,Cape Town,Constantia
37,7700,Vineyard Hotel & Spa,6789,Hotel,-33.97889774917507,18.45864753172221,4b58b75ff964a520296728e3,Cape Town,Constantia
38,7700,Caffé Verdi,4999,Bar,-34.0068535637128,18.463146324434174,4c49ae9920ab1b8dcc081b17,Cape Town,Constantia
39,7806,Cheyne's,5432,Mediterranean Restaurant,-34.04446461706228,18.359975213155252,517fff56e4b085cc8e56e30b,Cape Town,Constantia
40,7806,La Cuccina,5936,Deli / Bodega,-34.0305758981012,18.351263645055845,4b73ed1ef964a52061c02de3,Cape Town,Constantia
41,7945,Bistro Sixteen 82,5265,Tapas Restaurant,-34.075271470667516,18.422651677374514,4d2893d46e27a143577c1b24,Cape Town,Constantia
42,,Llandudno Beach,7212,Beach,-34.008131170950485,18.341288566589355,4b8fda16f964a5208f6533e3,Cape Town,Constantia
43,7945,Virgin Active Health Club,6149,Gym,-34.079491801424744,18.4407149297338,4b62d9e8f964a52082552ae3,Cape Town,Constantia
44,7945,Societi Brasserie,4118,French Restaurant,-34.06185059965357,18.434468829257106,4f608553e4b066d8c523ca36,Cape Town,Constantia
45,,Hout Bay Coffee,5465,Coffee Shop,-34.04295135647409,18.358995973031814,54bcf32a498e5ac87c42eb86,Cape Town,Constantia
46,,Newlands Forest,7136,Forest,-33.970869424576335,18.449845578052983,4bc1a989461576b04d387c32,Cape Town,Constantia
47,,The Kirstenbosch Tea Room,4844,Café,-33.986906482406184,18.431649981846576,4ba75ab2f964a520b38d39e3,Cape Town,Constantia
48,7806,Tintswalo Atlantic,5970,Hotel,-34.06487215178444,18.36817502975464,4bd8b2452ecdce72e8ecd0f2,Cape Town,Constantia
49,8005,The Twelve Apostles,7221,Hotel,-33.9835262,18.3589679,4bdd43946c1b95218e34ad0f,Cape Town,Constantia
50,7137,Mugg & Bean,5232,Coffee Shop,-34.06372284322648,18.452896706350316,4f79a0d5e4b0290a8d5f0e23,Cape Town,Constantia
51,7745,Banana Jam Café,6597,Café,-33.99431919793371,18.47410211095662,4b618730f964a520e8162ae3,Cape Town,Constantia
52,,Jakes in the Village,5052,Restaurant,-34.07167544846586,18.431803543450386,4c3960d72c8020a141b28c00,Cape Town,Constantia
53,7872,Chapman’s Peak View Point,7733,Scenic Lookout,-34.0776385285169,18.356480598449703,4ba4c2bcf964a52082b238e3,Cape Town,Constantia
54,,High Tea,4506,Tea Room,-34.014422,18.461421,4c3827ac2c8020a1ff688a00,Cape Town,Constantia
55,,Four and Twenty Cafe,5018,Café,-34.00678605841462,18.463326452769397,5184d993498e26edec1cba6f,Cape Town,Constantia
56,,Earth Fair Food Market,6549,Food Court,-34.07458216371472,18.459441771696007,4b6d4383f964a5202b6e2ce3,Cape Town,Constantia
57,7806,Mariner's Wharf,6548,Harbor / Marina,-34.04748079252889,18.34842972434071,4d1477cbbb488cfaed3097d4,Cape Town,Constantia
58,8000,Top of Table Mountain,7967,Scenic Lookout,-33.957513188002125,18.403037310564745,4bb0fba2f964a5204f703ce3,Cape Town,Constantia
59,7806,Food Lover's Market,5513,Grocery Store,-34.06308886,18.45814393,4eec8036e3002155925590fc,Cape Town,Constantia
60,7872,Chapman’s Peak Drive,7531,Road,-34.07773,18.359758,4ba21ffff964a5207bdd37e3,Cape Town,Constantia
61,7700,Myoga Restaurant,6770,Molecular Gastronomy Restaurant,-33.978947398597484,18.45837116337005,4beafcb262c0c928688ce1d4,Cape Town,Constantia
62,7806,Bay Harbour Market,6974,Flea Market,-34.05525097147891,18.347278658118217,4e0ee364e4cd27fc7d3415c9,Cape Town,Constantia
63,,Cape Point Vineyards,7749,Winery,-34.09390996592579,18.387361413973743,4c8b985252a98cfa044137e9,Cape Town,Constantia
64,,Bardelli's,6596,Italian Restaurant,-33.994635644435895,18.474363144940966,4b6692b0f964a52082242be3,Cape Town,Constantia
65,7708,Café Nood,6763,Café,-33.98580607680458,18.467898891567305,4c7df1d5d6543704d0fbc1a2,Cape Town,Constantia
66,,Urban Brewing Co.,6973,Brewery,-34.05494,18.347109,56dac33fcd102abc30af33f9,Cape Town,Constantia
67,,Gardener's Cottage,7531,Café,-33.97009824275582,18.45709964654482,4ba4d504f964a52020b938e3,Cape Town,Constantia
68,8005,Atlanticview Cape Town Boutique Hotel,8077,Hotel,-33.96012690220119,18.385684490203857,54d88f1b498eab400b766771,Cape Town,Constantia
69,7700,PPC Newlands Cricket Ground,7829,Cricket Ground,-33.97364000769796,18.468891292223844,4b76e43ff964a520c0672ee3,Cape Town,Constantia
70,7700,Barristers Restaurant,7073,Pub,-33.9760788026674,18.45916801747441,4b6166fbf964a52047122ae3,Cape Town,Constantia
71,,Catharina's,4864,Restaurant,-34.071290523250276,18.42523647743298,4cc78765303476b08b47e16b,Cape Town,Constantia
72,7945,Italian Kitchen,5532,Italian Restaurant,-34.06564341054294,18.455176939383563,4cb341fcc939721ecd94b69e,Cape Town,Constantia
73,,Posticino Ristorante Hout Bay,5354,Italian Restaurant,-34.0466336096008,18.361875758350227,52a8c1ef11d25bb03486a1f8,Cape Town,Constantia
74,7947,Red! The Cafe,5201,Café,-34.073142012776664,18.43155546553403,4ca4c38cf832a1cd23dea8e5,Cape Town,Constantia
75,,Pakalolo,5331,Restaurant,-34.046470126431586,18.362060332083125,4b9246aaf964a52086ef33e3,Cape Town,Constantia
76,7745,Borusso's,6117,Pizza Place,-33.99552605470877,18.468744110769986,4b43b6daf964a52061e725e3,Cape Town,Constantia
77,7806,Massimo's,3845,Italian Restaurant,-34.01920415372814,18.375360132716942,4be45c3bd4f7c9b6570a2420,Cape Town,Constantia
78,7700,Sports Science Institute of South Africa,7922,Athletics & Sports,-33.9718160897948,18.467723838115923,4b9773b7f964a520460435e3,Cape Town,Constantia
79,7806,Hout Bay Craft Market,5320,Arts & Crafts Store,-34.0424896920421,18.360471725463867,4ba5e990f964a520f32839e3,Cape Town,Constantia
80,7700,Newlands Rugby Stadium,8062,Stadium,-33.970645947055424,18.468375432867685,4b8003f6f964a520e04a30e3,Cape Town,Constantia
81,,Woolies/Engen Claremont,7296,Deli / Bodega,-33.976877450133486,18.464527846306005,4e4f62a3b61cf637a4f4ae2b,Cape Town,Constantia
82,7700,Arderne's Public Gardens,6513,Garden,-33.98706035241606,18.46558169101036,4ca72acd8a65bfb7d9ca2c22,Cape Town,Constantia
83,7725,Rock Sushi Thai,7752,Sushi Restaurant,-33.971419,18.463961,4fff0248e4b02b4ef99aeaf4,Cape Town,Constantia
84,,Seattle Coffee Company,6927,Coffee Shop,-33.980407293205026,18.46344146590923,4bc0defcf8219c74b260b210,Cape Town,Constantia
85,,Silvermine,5943,Trail,-34.08147414149445,18.421823743513997,4c4954166f1420a1d6337655,Cape Town,Constantia
86,7848,Open Door,2331,Restaurant,-34.047953267194536,18.424385313690156,55b27b4d498e035e658dcd9d,Cape Town,Constantia
87,7925,Table Mountain National Park,9015,National Park,-33.948035557863165,18.402806064323944,4efc3aeb823142b925eb319d,Cape Town,Constantia
88,7700,Sushi Box,7104,Sushi Restaurant,-33.97578392951175,18.459242575303588,4fb26e66e4b0f1afb50a79dd,Cape Town,Constantia
89,,The Wharfside Grill,6544,Seafood Restaurant,-34.0474072683435,18.348444593821945,4d0cbcaa8010548114331a96,Cape Town,Constantia
90,,Coimbra,7770,Bakery,-33.98383760567953,18.480435383396674,4d2f1fddad3a8cfa94d49abd,Cape Town,Constantia
91,7708,Starlings,8148,Café,-33.98010016249804,18.481971629322206,4b87b2c7f964a520a8c731e3,Cape Town,Constantia
92,7945,Blue Route Mall,5228,Shopping Mall,-34.06348966,18.4531473,4b67d329f964a520a35e2be3,Cape Town,Constantia
93,7945,Surfer's Corner,9046,Surf Spot,-34.09522809448751,18.47125034420314,4bae1e87f964a520c5863be3,Cape Town,Constantia
94,8040,Camps Bay Beach,9329,Beach,-33.950604673489345,18.377745151519775,4c3073957cc0c9b6ae58ed9a,Cape Town,Constantia
95,,Noordhoek Farm Village,8429,Food & Drink Shop,-34.097280774538184,18.37775731916412,4c67a184e1da1b8d06b79ec3,Cape Town,Constantia
96,,Beta Beach,8471,Beach,-33.9601060976156,18.374905067108077,4d04d6677d9ba35d5e226823,Cape Town,Constantia
97,7708,Bootlegger Coffee Company,6091,Coffee Shop,-33.99604277171098,18.468850326813346,558bdf32498e9eae96599488,Cape Town,Constantia
98,8005,POD Camps Bay,9405,Hotel,-33.94924463089983,18.379686428828617,4c3d7d73b169c9b6211a4768,Cape Town,Constantia
99,7700,The Creamery Cafe,7772,Ice Cream Shop,-33.971058874901914,18.463730671075314,5231645e11d22e05eb92a2e8,Cape Town,Constantia
0,,Meerlust Estate,5801,Winery,-34.0169566691864,18.756947190044965,4ccfc4c96449a093f094c6cf,Cape Town,Blue Downs
1,7130,Vergenoegd Wine Estate,5416,Vineyard,-34.034404683293815,18.739008924140457,4cee786b28abb60c8fdfbd09,Cape Town,Blue Downs
2,,Jordan Restaurant,7731,Restaurant,-33.94307577021469,18.7454866992263,4fca0767e4b010c6fca5961c,Cape Town,Blue Downs
3,,Jordan Wine Estate,7738,Vineyard,-33.94296564286038,18.74542141212019,4cc2cf0d8062468888a02b2f,Cape Town,Blue Downs
4,7784,Kwa Ace,5436,Lounge,-34.04016631547809,18.66397464192022,4df3bcd6a809141629a39ffa,Cape Town,Blue Downs
5,7600,Spier Wine Farm,8599,Winery,-33.97287411178215,18.784734702456678,4be2b08af07b0f47a8e8f543,Cape Town,Blue Downs
6,,Wedgeview Country House and Spa Stellenbosch,8920,Bed & Breakfast,-33.948837251802594,18.77186674228229,4bd5d3209649ce7215af511d,Cape Town,Blue Downs
7,,Department of Coffee,5993,Coffee Shop,-34.04891278630135,18.670353958262552,50a4d3ede4b0521a6c8e6f17,Cape Town,Blue Downs
8,7603,Polkadraai Strawberry Farm,5967,Farmers Market,-33.96238076405253,18.743561489782426,4b9defc0f964a5206ec336e3,Cape Town,Blue Downs
9,7580,Zevenwacht Wine Estate,8244,Winery,-33.93019289414788,18.72733421495576,4b739659f964a52013b52de3,Cape Town,Blue Downs
10,,Hoghouse Bakery & Café,8414,Bistro,-33.973597,18.782924,5623a18b498e5d8e5add02b6,Cape Town,Blue Downs
11,7600,Eight Restaurant,8516,Restaurant,-33.973875,18.784224,4b8cf8b3f964a520c0e232e3,Cape Town,Blue Downs
12,,Skillpadsvlei Wine Estate,7923,Winery,-33.95923577847446,18.767864721010316,4c25e5c1905a0f4738416260,Cape Town,Blue Downs
13,7490,Vida e Caffè,9941,Coffee Shop,-33.96944494488608,18.596296692766956,4d43cea1bf61a1cded2c02ac,Cape Town,Blue Downs
14,,Exclusive Books,9791,Bookstore,-33.96983654996396,18.597848517084948,4d2e764bb97cb1f776d18f48,Cape Town,Blue Downs
15,7600,Spier Hotel,8100,Hotel,-33.9761312321328,18.780401932656826,4bc9fd1fa276eee14a396202,Cape Town,Blue Downs
16,7490,Cape Town International Airport (CPT) (Cape Town International Airport),9946,Airport,-33.96831338695452,18.596742153167725,4b43b87bf964a52090e725e3,Cape Town,Blue Downs
17,7490,Slow Lounge,9833,Airport Lounge,-33.96967159008419,18.597444062216145,4c74aeb7d8948cfa47cc65da,Cape Town,Blue Downs
18,7490,Woolworths,9937,Convenience Store,-33.969524609997976,18.59630748167494,4be83cba88ed2d7f399dcb1d,Cape Town,Blue Downs
19,,"Ocean Basket, Zewenwacht Mall",5611,Seafood Restaurant,-33.9496013829661,18.69612750842738,4c6912f45be8d13ab8e1617a,Cape Town,Blue Downs
20,,Zetlerbosch Farm Store,7078,Farmers Market,-33.98206424689672,18.771076524782927,4c35e77a3896e21e7de2ed90,Cape Town,Blue Downs
21,7579,Zevenwacht Mall,5663,Shopping Mall,-33.949138323842014,18.69609850928539,4c81f8ae47cc224bbda2819f,Cape Town,Blue Downs
22,,Skilpadvlei Wine Farm,7938,Winery,-33.95916091790166,18.76800629788978,4e9d41479a5262f9810acf14,Cape Town,Blue Downs
23,7579,Coyote Spur,5675,Steakhouse,-33.949016764715815,18.696619439673952,4d35568698336dcba75940f0,Cape Town,Blue Downs
24,7580,McDonald's,8419,Fast Food Restaurant,-33.92583695873025,18.67960330217812,4d539b55b3d9a35df48ec47b,Cape Town,Blue Downs
25,7100,KFC Bluedowns,1670,Fried Chicken Joint,-33.9865,18.6896,4d721948ff6ba35d47d8688a,Cape Town,Blue Downs
26,,Out Of Africa,9990,Gift Shop,-33.96714641360721,18.596783490009244,4fd4d46ee4b0b3abb3e6ed20,Cape Town,Blue Downs
27,7493,SPAR Erica,9160,Deli / Bodega,-33.942385,18.62665,4fb1426ee4b03ef616270809,Cape Town,Blue Downs
28,7786,Nando's Mitchells Plain,8678,Restaurant,-34.038987,18.616053,4dca53462271a5cb22485ac6,Cape Town,Blue Downs
29,,Ocean Basket,9839,Seafood Restaurant,-33.96954288496938,18.597430046955424,4d87b403bc848cfa36c49d2b,Cape Town,Blue Downs
30,7100,Steers,9994,Burger Joint,-33.9685,18.5961,4e5fb97545ddbcb9df4ed1fe,Cape Town,Blue Downs
31,,Wimpy,7616,Burger Joint,-34.04744924347189,18.756978411759345,4c1312697f7f2d7fb797de68,Cape Town,Blue Downs
32,,Liberty Promenade Mall,8687,Shopping Mall,-34.03899102435736,18.61593613145353,4bb332fa35f0c9b6f60dbc83,Cape Town,Blue Downs
33,7490,Alba Easy Lounge,9699,Gastropub,-33.97097329136621,18.598422888794275,529f2a8011d2ae19bad0a5a1,Cape Town,Blue Downs
34,,Checkers Langverwacht Plein,6890,Shopping Mall,-33.93811008990073,18.698743240254124,5299ac51498e78bd5e6414e0,Cape Town,Blue Downs
35,,KFC,8360,Fast Food Restaurant,-33.94039650095396,18.642401768237676,4e2d676052b1b8f19874ee8c,Cape Town,Blue Downs
36,7580,Shell,9716,Gas Station,-33.91552014,18.67105201,4e354e11fa7656ba316f244a,Cape Town,Blue Downs
37,7131,Cape Town Film Studios,3784,Office,-34.029141381163356,18.718633959040524,4cda7ad8930af04dcff88497,Cape Town,Blue Downs
38,7130,Engen 1 Stop,7613,Gas Station,-34.04744262072005,18.75693988671517,4ba4d16cf964a520beb738e3,Cape Town,Blue Downs
39,8001,Bidvest Executive Lounge,9988,Airport Lounge,-33.96716246502807,18.596797156689217,4eb14d6d9adf1abeffb52010,Cape Town,Blue Downs
40,7525,KFC,9909,Fast Food Restaurant,-33.9687,18.597,4f4e0bebe4b087ae23bcebb9,Cape Town,Blue Downs
41,,Town Lodge Belville,8167,Hotel,-33.94001327975546,18.64656686782837,4bc8eee5762beee175b73d38,Cape Town,Blue Downs
42,7580,Zevenwacht Restaurant,8256,Restaurant,-33.930107,18.727433,515dbdd9e4b0fba2a941c2be,Cape Town,Blue Downs
43,,Promenade Mall Foodcourt.,8569,Food Court,-34.034473205528585,18.614457498743622,4de253b2ae60e7f3abec19f3,Cape Town,Blue Downs
44,7580,Mangwanani African Day Spa,8595,Spa,-33.92838461887125,18.73229697637599,4d57a3c4380ab1f789b3fef4,Cape Town,Blue Downs
45,,Pentech Train Station,8691,Train Station,-33.934989370320125,18.645359265071086,50851e13e4b06166987cf175,Cape Town,Blue Downs
46,7490,Soaring Hawk Spur,9861,Steakhouse,-33.969210026227394,18.597323045607354,4ba1d4aaf964a5203ece37e3,Cape Town,Blue Downs
47,7490,Sneakers,9714,Sporting Goods Shop,-33.970777171013644,18.598326295916415,4f4f63eee4b0f03ee6df09bf,Cape Town,Blue Downs
48,,Cape Farm Stall,9998,Gift Shop,-33.96708546447122,18.596720695495605,4e04b39162e1b12875a9ab70,Cape Town,Blue Downs
0,,Boston Coffee,3357,Coffee Shop,-33.89318606691485,18.62150184480991,54926e1f498e89679bdd2a49,Cape Town,Parow
1,7500,Pick 'n Pay,4320,Supermarket,-33.86557648309723,18.572547316620064,4c5c22a19b28d13aaedd5570,Cape Town,Parow
2,7500,SPAR,3272,Grocery Store,-33.873954,18.578498,4c5c37b7fff99c74ea2f33d3,Cape Town,Parow
3,7460,Texas Spur,2774,Steakhouse,-33.891906277329525,18.559759997712167,4d11d2d6f6f3721e71ac96e9,Cape Town,Parow
4,,Ou Meul Bakkery,5451,Café,-33.87021614866072,18.631309514987937,535e1616498e6c5d20a1a50d,Cape Town,Parow
5,7530,M-Kem,4731,Pharmacy,-33.88830814540221,18.635206236908818,4ba20672f964a520ffd637e3,Cape Town,Parow
6,,Woolworths Food Welgemoed Forum,4303,Food & Drink Shop,-33.873952901088266,18.618354055896813,4c9a3b579c663704afe456fd,Cape Town,Parow
7,7530,Food Lover's Market,5762,Supermarket,-33.86715641,18.63250875,4b920d17f964a52018e533e3,Cape Town,Parow
8,,Jerry's Burger Bar,5414,Burger Joint,-33.8714383391959,18.632033320080712,56740de3498e17815dc6b777,Cape Town,Parow
9,,Vida E Caffè,5164,Café,-33.8800206224521,18.63583157110421,53884c6d498e39acdc8e2ea0,Cape Town,Parow
10,,The Hussar Grill,3954,Steakhouse,-33.91821399638579,18.548555093962158,567192bd498e3c1adca10f4c,Cape Town,Parow
11,7460,Fruit & Veg City Food Lover's Market,3078,Fruit & Vegetable Store,-33.89172124,18.55626222,4d3173dc98336dcbbc5118f0,Cape Town,Parow
12,7530,Virgin Active Health Club,5125,Gym,-33.87719041759904,18.63327861060014,4c41a7cb3735be9a23b218a4,Cape Town,Parow
13,,Orms Pro Photo Warehouse North,5078,Electronics Store,-33.882375076737276,18.63626648785036,4c9757097605199caf20c8a3,Cape Town,Parow
14,8001,Col'Cacchio,5459,Pizza Place,-33.8702433912994,18.631449919945567,4dcd25eb3151a1df1e492bb8,Cape Town,Parow
15,,Ashley's,3380,Diner,-33.91162392300551,18.552042018294113,4bf90e4c5ec320a1aea789d3,Cape Town,Parow
16,,Woolworths,5380,Department Store,-33.87543188038071,18.635184907982232,4c7e63d1b53db1f7b1ce9f11,Cape Town,Parow
17,,Plattekloof Hill,1988,Scenic Lookout,-33.88478598775065,18.584178742919338,4c4c6a7f712ac92874a64d6e,Cape Town,Parow
18,,Greens,4379,Italian Restaurant,-33.86508531544863,18.57228084634829,4cd514f794848cfa1810e4b1,Cape Town,Parow
19,,Tygerberg hill,2647,Scenic Lookout,-33.889035792645,18.610560895385028,4f2252cbe4b083187463a574,Cape Town,Parow
20,7530,The Hussar Grill,5367,Steakhouse,-33.871559155849695,18.631494164475622,4c14b2afa1010f4796d54c18,Cape Town,Parow
21,,Limnos Bakery,4962,Bakery,-33.88292471301843,18.635199240909177,4ba85f7bf964a52079d839e3,Cape Town,Parow
22,7441,Crystal Towers Hotel And Spa,7429,Hotel,-33.89467847050529,18.507091694258406,4c8ad1491797236a5d646588,Cape Town,Parow
23,,"Glenwood Spar, Goodwood",4628,Convenience Store,-33.89672242189908,18.537333067165854,4b5c86adf964a520713429e3,Cape Town,Parow
24,,Arugula Bistro & Bread,4314,Restaurant,-33.8739241137782,18.61848919084369,4f7ea198e4b077c1807d3e4f,Cape Town,Parow
25,7441,Canal Walk Shopping Centre,7130,Shopping Mall,-33.89277543,18.5106671,4ca599d2931bb60ceb628be2,Cape Town,Parow
26,,Barnyard Theatre,5510,Theater,-33.869612720588414,18.631518900102332,4bf2dd43e5eba593a9e51d90,Cape Town,Parow
27,,Col'Cacchio,7030,Pizza Place,-33.89272029399677,18.511775680391395,527f6b4211d21e9068c9a000,Cape Town,Parow
28,7530,Vida e Caffè,5460,Coffee Shop,-33.87021238718739,18.631425073283964,4b73c2acf964a520eaba2de3,Cape Town,Parow
29,7441,Woolworths,7129,Clothing Store,-33.89445445563076,18.510398178868137,4b7c1c94f964a520977d2fe3,Cape Town,Parow
30,,Willowbridge Shopping Centre,5449,Shopping Mall,-33.87052642449106,18.63159260952991,4b827722f964a52008d430e3,Cape Town,Parow
31,7463,Cafe Fino,2709,Restaurant,-33.89165199025316,18.56068865282671,4c552bab728920a15cbef083,Cape Town,Parow
32,,De Oude Welgemoed Restaurant,4438,Pizza Place,-33.87043028504159,18.615483843164842,4e7d7dd69a521ffdaa4e03ea,Cape Town,Parow
33,,Yuz Sushi,5151,Sushi Restaurant,-33.88008035580786,18.635715593392188,4dc19693b0fb1c18ee67094d,Cape Town,Parow
34,,Durbanville Hills Wine Estate,8884,Vineyard,-33.824714047473826,18.565417553766203,4be7bfe7e1b39521f22121c1,Cape Town,Parow
35,,Fives Futbol Canal Walk,6849,Soccer Field,-33.89510519018529,18.5133550687057,5274b47911d2619a97936664,Cape Town,Parow
36,7490,Vida e Caffè,7502,Coffee Shop,-33.96944494488608,18.596296692766956,4d43cea1bf61a1cded2c02ac,Cape Town,Parow
37,7530,Burger Fair,5712,Fast Food Restaurant,-33.90377171056637,18.648757309119112,4c599205d3aee21ebf7d6855,Cape Town,Parow
38,,Vida E Caffe,5406,Coffee Shop,-33.87467483208203,18.634894570475733,4f45ee72e4b07d8af2efc171,Cape Town,Parow
39,7500,Cattle Baron Grill House,3228,Steakhouse,-33.87438415378863,18.578369278223168,4c9b9f1e78ffa0933acf7675,Cape Town,Parow
40,7441,Virgin Active Health Club,7561,Gym,-33.894919,18.505619,4b4de455f964a52048da26e3,Cape Town,Parow
41,7530,Mugg & Bean,5572,Coffee Shop,-33.872795,18.635484,4ba7a4cef964a52081a539e3,Cape Town,Parow
42,7441,Osumo,7176,Snack Place,-33.89402916225741,18.509947030717225,4b5aa96df964a520e1cf28e3,Cape Town,Parow
43,7500,Nando's,4380,Portuguese Restaurant,-33.8653561,18.5713068,4e08c3b114959022c89e7f19,Cape Town,Parow
44,7441,Kauai,7091,Juice Bar,-33.89252585405254,18.511141627516945,4b640f83f964a520559d2ae3,Cape Town,Parow
45,7530,Tyger Waterfront,4861,Office,-33.876702988162556,18.629400662289278,4bcc70a80687ef3b5433dfcc,Cape Town,Parow
46,7530,Exclusive Books,5465,Bookstore,-33.872596249011494,18.633854984543508,4cd6908f122ba1431d7e33a1,Cape Town,Parow
47,7460,Panarottis N1 City,2761,Italian Restaurant,-33.8919174626587,18.559914662670213,4cc1b6171da0a1cd89db9bc6,Cape Town,Parow
48,7536,Cattle Baron Grill House,4905,Steakhouse,-33.87873,18.63165,4daf12894df0f639f2595242,Cape Town,Parow
49,,Magica Roma,9240,Italian Restaurant,-33.94014855148352,18.497787490194014,4b97fb2ff964a520e12335e3,Cape Town,Parow
50,7475,"City Lodge Hotel GrandWest, Cape Town",4074,Hotel,-33.91952133800158,18.547896915826016,4bc8eeeb762beee17bb73d38,Cape Town,Parow
51,,Exclusive Books,7563,Bookstore,-33.96983654996396,18.597848517084948,4d2e764bb97cb1f776d18f48,Cape Town,Parow
52,7441,Vida E Caffè,7568,Coffee Shop,-33.89313044054917,18.50581750555227,4e8315b70aaf371d66940735,Cape Town,Parow
53,7441,"Hirsch's, Milnerton",8363,Furniture / Home Store,-33.86542597855876,18.50822636470787,4f76f436e4b0d69368a4f1fa,Cape Town,Parow
54,,Dutch Haven,6245,Bistro,-33.86820249934682,18.64043011687884,5395908a498edbdef876c6f3,Cape Town,Parow
55,7550,The Vineyard Deli,6216,Deli / Bodega,-33.86229975596597,18.63363076849041,4c7b79422d3ba143031394d0,Cape Town,Parow
56,,Bidvest Car Rental,7541,Rental Car Location,-33.969918910658954,18.594944382355937,5534e7b7498ea763a4acf25f,Cape Town,Parow
57,,Parow Golf Club,1445,Golf Course,-33.896177373299714,18.573283958702145,4d26b83d342d6dcb5678e6ca,Cape Town,Parow
58,7490,Cape Town International Airport (CPT) (Cape Town International Airport),7381,Airport,-33.96831338695452,18.596742153167725,4b43b87bf964a52090e725e3,Cape Town,Parow
59,7460,GrandWest Casino And Entertainment World,3964,Casino,-33.9175125,18.5480329,4b640d79f964a520089d2ae3,Cape Town,Parow
60,,Century City Hotel,7644,Hotel,-33.89496197162884,18.504707707271503,56c64705cd101c3254d734f2,Cape Town,Parow
61,,Brick Lane Eatery,7059,Restaurant,-33.887056,18.512841,56b8a04a498e295f08f74073,Cape Town,Parow
62,,Collosseum Luxury Hotel,7572,Hotel,-33.89333568912421,18.50573560045442,4ff27565e4b0066eb71a0e28,Cape Town,Parow
